Q9GZY0	P11182
Q6ZN79	Q6NUQ1
Q14D04	Q96KW2
Q9P2J8	Q5JPE7
Q99457	Q9NNX6
Q9H3M0	P11055
Q5D0E6	O00443
P23284	Q92734
Q6IQ16	P20062
Q99757	A6NGB7
Q9UPN6	Q9BXR6
Q00169	Q9BYS1
Q8IZ83	Q8WTR2
Q6FI81	Q9HB89
A6NM76	P48751
Q6ICI0	B7ZC32
Q9ULW3	A1X283
Q658N2	P29973
H3BNL1	P04808
Q9BRQ6	P21583
O00746	Q13976
Q96PT4	P42357
Q6ZN03	P52294
A6NLP5	Q9Y243
Q8N4L4	P19320
Q9Y2H8	P22732
Q495C1	O95551
H3BS89	P40617
Q8WV60	Q9ULC5
Q8N2H9	Q02383
Q96S19	Q92610
P05160	Q15390
Q96MX3	Q9H1Y0
Q96MW1	Q8IU60
P84090	P63121
Q10571	O15537
Q14201	Q16698
Q6NXP2	Q9H1B7
P24387	P52888
Q16540	Q99884
Q86VX9	P24311
P14174	Q2PZI1
Q9UH65	Q9NRR5
O96024	A6NJZ3
P33763	Q7Z434
P82650	Q9BZE4
P84550	O43749
P48060	Q5JTW2
A8K0R7	P29017
C9JDV5	Q9NZW5
Q08554	Q5T5A4
Q14055	P10243
P07585	P53990
Q06124	Q13492
Q86X27	Q9UKX2
Q02952	Q96GW9
O00522	Q13351
Q9Y6H6	Q8N7Y1
O43159	O00244
Q5ZPR3	P62333
Q14653	Q8WVY7
Q6ZV65	Q5TA45
Q9UNL2	Q6XUX3
P63000	Q8N567
Q8NHX9	Q86YV6
B3EWG6	Q9NR63
Q68DC2	Q15831
Q96H12	Q13177
Q9NQA3	Q5VZ89
P60369	Q8N0S6
Q96N76	O43312
Q53HL2	P28325
P51812	Q07001
P42568	Q7Z7L1
O75151	P30536
Q96KN4	Q9GIY3
Q9H009	Q8IYX0
Q9BRJ6	Q96J01
A6PVC2	Q08828
Q9UKJ5	O95931
O76070	Q8N104
Q8N7B6	Q9GZM8
Q9BRK5	Q9NPF2
Q8NCI6	Q96NJ3
Q96B67	P10720
Q9P109	Q9H6R6
Q9BZF1	O43866
Q9Y3L3	Q96CG3
Q9HAS3	Q9BTD1
O95025	Q70EL1
Q6ZR62	Q96H79
Q53GI3	P23443
B2RXH2	Q9NXP7
P07948	P08172
Q96HA4	P10747
Q8NBZ0	Q96IK0
Q86XE5	Q86V87
Q8NGT7	P02818
P61758	Q9BT22
Q9HCF6	P51523
Q86V21	O15120
Q9HCK1	Q9NPJ1
Q7Z444	O95198
O15499	Q7L0R7
Q8WWC4	P28289
Q9NVW2	Q8TE73
Q8WVR3	Q92834
P0DMU2	P05060
Q8NEL9	P56703
Q96I36	O95947
P56211	Q8NGM8
Q5VWJ9	Q96MG8
Q6JEL2	Q96BZ4
A6NKD2	Q96D42
Q53G44	Q6ZRH9
P02760	Q7Z2E3
Q9UJ99	O15442
Q13287	Q86SI9
Q8IYT3	Q9H361
Q2M3R5	P57088
P26439	Q9H560
Q9BWS9	Q5T5S1
A6NJ64	P55286
Q9NNZ3	Q6P996
Q8NFT8	Q75V66
Q14353	P32780
Q6UWB1	Q9Y5Q6
Q8WWF6	Q969U6
Q13952	P17275
Q15751	Q3ZCM7
P61366	P41159
P10914	A8K0R7
Q9Y4D2	Q86VI1
P56277	Q8NH04
A2RUS2	Q5JTZ5
Q13606	Q03426
A8MTY7	O60811
Q17RN3	O95985
O95302	Q9BYQ7
Q9BUQ8	Q13795
O75122	Q9Y312
A6NP61	Q96B67
Q9Y5S8	A6NJ88
Q15013	Q9C0A0
Q3LI77	P02741
Q8N2N9	Q8N6M9
Q8TBQ9	A8MV65
P51692	P08754
Q9Y3P9	P02533
P61619	Q9UBC5
O94819	Q96M11
E5RJM6	Q9Y324
Q8TCQ1	Q13705
Q9NPG1	Q9UBD5
P35555	P10636
Q9P0T7	P09960
Q6RFH5	Q9NPJ6
P29374	Q8NGI7
Q709C8	Q9UBX7
A6NE52	P62829
P56645	O14640
P39905	A8MU76
Q9Y6Z7	Q6NXT1
Q14207	O14737
Q9P202	Q8N309
Q71F78	Q6Q795
Q9NZQ9	Q9H8T0
Q8TF62	Q8NFI3
Q4V321	Q96IW7
Q99583	Q96MH7
Q15544	Q9BQA9
O43169	P53667
Q9NQ92	P03897
Q9UH92	Q9NVP2
P0CW71	Q6NUJ2
Q6SZW1	Q8N3Y7
Q5PRF9	Q5QJU3
Q9Y6V7	P56199
P42126	Q92604
O95639	P50851
Q96LQ0	P41970
P04432	O94874
Q9H0Y0	O14561
Q9ULI4	A9YTQ3
P49901	P18405
Q63ZE4	Q86V81
Q9UBR4	Q6DCA0
Q9NPJ8	P31277
Q8NHU3	Q9NZA1
Q6X4U4	O94915
Q9NV56	Q12770
P55773	Q6P582
Q9Y4A8	Q8IXN7
O43314	Q6NUM6
O14925	O75899
Q96DZ7	Q92185
Q96H15	P31483
Q9BX95	O00305
Q5SW79	Q00610
Q86YD1	Q9UHV2
O00629	Q9UI33
Q6ZRN7	P23434
Q9BXI3	O43488
Q8TCS8	Q9Y6C5
Q9H9Q4	Q8IYP9
P51164	Q7Z6Z6
P52732	Q8N4F0
Q86WR0	P52952
B0YJ81	P26439
Q5T601	Q96EE3
Q96AD5	Q8NBC4
P31941	Q9Y6X1
Q99075	P06887
Q6ZT98	Q96KR6
P18505	Q13148
Q9UPW5	P01824
Q9H2Y9	P0C626
O75461	Q12774
Q9NPI7	Q8IVT5
Q9Y2I1	Q12887
Q15615	Q9UKL2
Q6ZVH7	Q8IZS8
P27694	Q15283
Q9UHI5	Q99518
Q9XRX5	Q8NHM4
Q16553	A8K8P3
Q92819	Q99759
Q8NFI4	Q9P1Z3
Q6UX52	Q9H5J4
Q6NZY7	Q9NNX9
Q14703	O60568
Q5T4F7	P28332
P04628	P17035
A1YPR0	Q16659
Q96QG7	A8MUH7
A0A087WXM9	O00626
Q9UH36	P20702
P30990	Q6NZ36
Q96CX2	Q14116
P41162	P51522
Q5TEA3	Q9H8N7
P51805	Q8N9H6
Q3YBR2	Q9HC52
O95157	Q9H611
Q92625	Q8NCF0
P30533	P42704
Q9NS18	Q99853
Q9Y2I8	Q9BXU1
O76027	P10720
Q6ZVK8	Q9GZX7
P30464	O94823
Q12798	P35222
O95149	Q8NCU8
O14757	O94964
Q15139	Q8N7C3
Q8N4L4	P57081
Q5VWP3	Q6UW63
Q6UX39	Q6ZWT7
Q8N7C4	O95236
Q8WZ42	Q4VX67
Q9Y6B2	O43761
Q4AE62	P01771
P50570	Q92759
O60248	Q9HA58
P58546	B5MCN3
Q13426	Q8NGC2
Q96R54	Q96D09
P53990	Q96MR9
Q9BZV2	Q9HDB8
P26439	Q96HD1
Q5JUK2	Q9NRN5
Q8NG77	P0CG31
P38435	Q16678
Q8TB68	Q96PQ0
P09132	Q6Q0C0
P10071	Q969R5
Q86UE3	O14828
Q92874	Q13427
O75426	P05362
Q7Z3E5	C9JCN9
Q9GZK4	Q9BWV2
P57071	Q96MF7
Q86TY3	A6NK58
Q9GZX7	P17707
P61573	Q8IWE2
Q6ZNH5	P11532
Q9Y508	P10082
Q96S53	Q6P3S1
Q96EZ8	Q5TA77
P11229	Q8IXN7
Q8IXE1	P81408
Q9UKZ1	Q9UK61
Q12815	P40313
Q8WXS8	Q5S007
O00422	Q96M78
Q8IYT2	A8MUI8
B7Z1M9	Q9H013
Q9Y520	Q9UK22
P09565	P30050
Q9H7H0	Q2VPA4
P46937	P0C842
Q8NGL2	P01112
Q8IWB4	O14879
Q92585	Q9HD36
Q96DC8	Q8TBZ6
Q8NDC0	Q16594
A8MVU1	P59991
P35367	Q15800
Q9BRQ4	Q8NAP3
Q9H8T0	Q7RTW8
P07316	P01772
Q13330	Q99525
Q9HBL0	O96005
Q99719	Q3SY89
Q12873	O43151
Q9HAT2	Q0D2K2
Q53QV2	Q9Y5P0
Q86YC2	Q8IVG5
Q9GZP0	Q9C0I9
Q6IPR3	Q13467
O60749	Q9HAS3
Q08648	P15538
Q969E1	Q96EH3
Q9UIY3	P16415
P16662	Q13492
Q9H6S0	P54198
Q86VQ6	P50851
Q9HCE7	Q6ZTA4
Q12834	Q9H4F8
Q9GZP7	Q8WUF5
Q9H6X5	Q86UX6
P02042	P17342
Q9Y324	Q86WK6
Q8N8J6	P02753
Q6IPU0	P27918
A2RTY3	Q8N7C4
Q7Z713	O14709
P10809	Q5T3F8
B3EWG5	Q15596
A6QL64	Q86XR8
Q9GZP9	P54792
Q6MZZ7	Q9Y264
Q9UHC6	Q2UY09
P23434	Q86W24
Q96LS8	Q14592
A6NNM8	O00193
Q9BXJ7	Q6ZMR3
Q9UKY1	P55291
Q9Y343	P48167
Q8N8R5	Q6UXK2
Q8IVL8	P00751
P0CJ87	Q6ZST2
O43852	Q9H7Z3
P78385	Q7Z7B8
P10915	P05165
Q86SZ2	Q5GH70
Q9Y6F8	P42857
Q9Y5F6	Q08462
P24386	Q8N163
Q5D0E6	Q9NRD9
P50579	P00540
Q6ZWC4	O95758
Q8NH21	P62158
O60513	P01597
Q6ZMI0	A6NH52
Q13950	Q6RI45
Q96GE9	O75884
Q9UGN5	Q9P013
Q96NB2	Q96EU6
O95786	Q9NNX9
P24539	Q8IXM2
Q15560	P40818
P23945	Q9BXH1
P11226	P04899
Q8TDR4	O60344
Q96C03	Q7L0Q8
Q4G0Z9	P43694
Q5T0B9	Q7Z4M0
Q5TAT6	O75445
P04229	Q6UY13
Q92914	Q9BXX0
Q66K41	Q15424
A8MVM7	P12429
Q9UPM8	P04085
P16233	Q9HBG4
Q13618	Q9Y493
P78536	A2A3L6
Q9UFV1	Q9BUB5
Q99674	Q8N436
Q9HD64	P27987
Q8IVP9	Q6N043
Q86UP6	Q96NM4
Q9Y490	Q08043
Q9BVK8	Q92681
Q15904	Q8N8Z6
A4D2P6	P61964
Q8TF09	Q0JRZ9
Q8TAV5	P31943
A6NCK2	O43379
Q8NH73	P32246
Q96NU0	Q9BW11
Q8N5C7	O95817
Q96A72	P63252
Q9UPW8	Q02790
Q8TDU6	P18075
P51172	Q8NEC5
O75444	Q9NQW1
P08294	Q96G23
Q9NUG4	Q86Y39
P35499	Q8NB16
P83105	Q9HBG6
Q7Z6R9	P29728
Q969W8	Q9UL15
Q8WW59	Q86VV4
P60866	Q9NQW1
Q9NR71	Q499Z4
Q92839	P61764
Q86Y25	P23508
Q13610	P15407
Q9ULK6	P01701
Q5TA89	O14879
Q9H015	A6NK53
Q9Y6X8	P20393
O60890	P48728
P51553	Q5FBB7
Q9UL41	P08697
Q7Z5L0	P24666
P48509	Q16621
Q5VZ72	Q8NGE3
Q15678	Q96JQ2
P19419	Q7L099
O14683	P28370
O43716	Q9ULR0
P49736	O95865
Q6UXD7	Q9BQ75
Q8NGY5	Q8IVU3
Q8TB37	B2RN74
Q00975	O75386
Q14916	Q9Y2A7
P24855	Q6WQI6
Q6ZN01	O14880
O95810	Q9HBF5
Q12799	Q7Z333
Q8TF21	A6NNE9
Q8N4G2	Q9HA58
P56178	P50458
Q6UWH6	P49366
Q8NGZ9	Q9Y6S9
P22732	Q9UKN8
O95236	Q6UWW8
Q96L16	Q9P0L9
Q8N398	P00450
Q9NS39	O00303
Q9H3M7	Q9UQG0
Q8TDW0	P49754
P45974	Q05215
Q8IY51	Q8N2K0
P78314	Q13155
Q9GZU1	Q5T0D9
Q8IZE3	O15217
Q8IYJ2	Q8IU81
Q96HG1	Q8IX01
Q99598	Q8N307
P48047	Q9NRD5
Q9UPT5	Q5SRE5
Q9HBU9	Q8N6G5
Q96J65	P31930
Q9UEE9	Q96B18
Q9UJ41	P10109
Q9UJT0	Q9NUU7
Q8TAP8	P55345
O15217	Q15582
A6NM10	O60361
Q86X02	Q8N1V8
O75874	Q15940
Q9UH77	Q9NZ56
P61647	Q9BXS4
Q5JTD0	Q9ULL4
P17342	Q8WYL5
Q8NFP7	Q16363
O15228	P37058
O14495	P0DME0
Q92484	O43304
Q8IX95	Q9UL58
Q9HCC6	P00915
Q03052	Q8NGW6
Q86VV4	P30260
Q9P0U3	Q96Q27
Q9GZN8	F2Z398
Q8IUD2	O95837
O75916	Q8NGY6
O95876	O00168
P13945	O95758
Q96MG7	Q15735
A4D1T9	Q9HCE6
Q9UDV7	Q9P0K1
Q8N1I8	Q9NVI1
Q6NYC1	Q14123
Q9BVC3	Q9NVZ3
Q13642	Q9Y6I3
Q562E7	Q5T1J6
Q9UIW0	Q07020
Q53H96	Q7Z5J4
Q8N0Z9	Q9UK96
Q8NHM5	P14207
Q9Y279	Q9Y3C1
Q9BXL5	Q6P5Q4
P15538	Q9H1K4
Q9BT22	Q6BCY4
Q6P996	Q86SI9
Q9H6H4	Q9BV79
Q8N7P7	Q6UY09
Q8NGC9	Q96DW6
Q9Y5Y4	Q9NUD9
P16260	Q15751
A6NMN3	Q5W0N0
Q06187	Q4G163
Q99988	O43194
Q8NDB6	Q9UK17
Q15562	Q8WWZ3
Q99798	Q6UXI9
Q969E2	Q8N2G8
Q5T6S3	Q13177
Q6UXH8	Q9Y2I9
Q96NG3	Q86TJ2
Q9Y520	Q2M3G4
Q03923	Q96DI7
Q9HC58	Q92503
Q7RTU7	Q8N8P6
Q13951	P0DJD7
O43692	Q96BY9
Q8NHP6	P05107
Q9Y543	Q6UX39
Q13508	P02776
Q92874	Q5T752
Q8N6K7	P25490
Q5DX21	P01563
Q6N022	Q92620
O95843	Q9UPU7
O60928	Q9NRG0
Q8NCU8	Q49AR2
P62899	Q8NCR0
O75822	P15923
Q9UHW5	Q9BX40
Q14103	Q8WWM9
Q9Y478	P46695
Q3KNV8	Q0IIM8
Q494X1	Q6RI45
Q5TKA1	Q9NRP7
Q9BWK5	Q5GAN4
P0C843	Q96SQ9
A8MU10	Q96HJ3
Q8N183	P40855
Q6ZRI0	O00268
Q96A19	Q8IUX8
Q6XZF7	A6NDE8
P19961	Q8IYS8
P43234	Q09666
Q9Y2K1	O95183
P48230	Q8IYB5
Q8N4M1	Q9UKL3
Q8NF50	P54868
O43246	Q9NR80
Q8N365	Q96BN6
Q2KJY2	Q9NSP4
O94889	Q9Y5H4
Q9GZS3	Q8N7N1
Q71UI9	Q9BZ19
Q9H4I3	Q6XLA1
Q9UBV8	Q9BVC4
Q6UVW9	Q96I59
A6NCV1	Q9H0Z9
Q13444	Q8N443
O60447	Q9HCL3
Q99624	A8MT69
P57073	Q08AI6
Q5K130	Q86UG4
Q8NDX9	Q07699
Q8TCI5	P38398
O43143	P02776
Q9H0H5	Q9UNW9
O75030	Q9H2C2
P51689	P55157
Q6UXD7	Q15700
P0C0P6	Q9NXV6
Q86X95	Q5VSY0
Q9NWV8	Q9NX70
Q99435	O15232
Q8WXH5	A8MVS5
Q6NXR0	Q03112
Q9NX00	Q9C030
C9JLR9	A8MWA6
Q13761	P32298
Q3BBV1	O43824
Q9NUM4	Q96AQ2
O43432	P53674
P27986	Q7Z5L3
Q8TAX9	Q96KN2
Q8N831	Q14249
F2Z333	P08514
Q05586	P35240
Q8NA23	Q9H497
Q58F21	Q08AN1
Q5SXM1	Q5VWK5
P46087	Q3SY69
Q96QR1	Q9H0I2
Q6NZI2	Q9BYQ0
Q14573	O95429
Q8NA97	Q12797
O14924	Q9BW72
Q9UK00	Q9H221
P60022	P21462
A6QL64	A4GXA9
Q16633	Q8TF66
P36575	Q8NGN6
Q8TB45	Q86YG4
A5PLK6	Q15464
Q96PE3	Q12982
O60294	Q16769
P09661	Q6PK57
Q9NUX5	Q9BW61
Q8IXH6	Q8N128
Q4AC99	Q7Z3T8
Q9UGM5	O14662
P68371	O00194
Q6PCB7	Q13045
O75509	Q7LBE3
Q9NYD6	Q9BQS7
P31152	P40123
Q9BTT6	Q7Z7K6
P20155	Q13214
Q8IY22	Q13286
P41235	Q96M95
P09923	O95715
O75936	O94906
Q9UPN7	Q9H8V8
Q9Y467	Q9NP90
Q9P1D8	Q6NSW5
P49321	Q9BYB4
Q07011	P62318
Q9HAU0	Q8NH95
P84077	Q8WTR7
Q9H0H0	Q8N8E1
P20393	Q9ULI2
Q6EMB2	Q9BWV1
Q8N976	Q9H115
Q92973	Q1ZZU3
Q9Y2A4	Q06187
Q96DI7	P52756
Q14201	Q6R327
Q06278	Q9P2J9
P10599	Q92536
P42167	Q8WZ04
Q9NRD5	Q7Z3Q1
Q86X95	Q8N8Q3
O00116	Q6NUT3
Q6ZTQ4	Q9NP81
P0C7M4	A8MPP1
Q14624	Q12918
Q9NYM9	Q5D1E8
P09327	Q6P050
O60449	P51168
Q4AC99	P16471
Q9NVL1	Q12772
Q6NUR6	Q8IXL6
P32249	Q6PIY7
P68400	Q9H7R5
Q13070	Q9BSU3
Q9HBV1	Q96DH6
Q8IZM8	Q6ZT07
Q9BQA9	Q9H074
Q16625	P29317
Q9P0L1	Q96I34
Q9NS26	P01772
Q7M4L6	Q6UXN2
Q9BRP9	Q567U6
P53674	Q9NS39
Q9NSB4	P51911
P62945	P14410
P36969	Q9UKQ9
P15529	Q6ZST8
Q8WYQ3	Q96JT2
P51948	Q6P461
Q9NXL6	Q9UF72
P27449	P58397
O60304	Q96HE9
Q96MF6	O00748
Q8N8E2	P35270
O76000	O15234
Q8N5I2	Q13424
Q9BY27	P59797
Q8NFY9	Q96EU7
Q8TA94	Q5SQI0
O00292	Q5JTN6
Q92564	P14735
P05113	P35232
Q49MG5	Q96E93
Q86SG7	Q8IYT4
Q96AE4	Q9BWF3
Q075Z2	O75791
Q6P3W6	Q9P0K9
P80303	Q8IWB6
O95050	P23458
E9PJI5	Q9GZP7
P05120	Q86SP6
Q9P2Y4	Q16378
Q9NYK6	P56747
Q02078	Q9H2C5
Q6NTE8	Q5VU36
Q3BBV1	Q53FZ2
P06733	P10911
Q8WYP3	Q5SY16
Q8N766	A6XGL0
Q03426	P01258
Q15771	P60006
Q9BXJ0	Q13057
A8MW99	Q59EK9
Q8TDY3	Q6DHY5
Q96IU2	Q9UN36
Q9UQG0	Q96SB3
Q8NBR9	Q9P206
Q9Y2K3	Q5JNZ5
Q14596	Q9Y5X5
Q9UJG1	Q5BJE1
Q13795	P11802
Q9BY65	P52179
P01225	Q8WWL7
Q5JPF3	P14598
Q9Y2I9	A6NNH0
Q16181	Q6MZM9
P55211	Q7Z401
P05120	P80162
P55001	Q96SY0
P08238	Q9UIJ5
P26006	P14920
P07384	P62837
P43357	Q99954
A2RUQ5	Q9Y697
Q8NDZ0	Q96EH3
P04275	Q9NVE4
Q8IU54	P01891
P61106	Q71SY5
O00401	Q5W150
Q17RD7	Q14088
P55011	Q8TD23
P14373	Q9H0X4
Q12929	Q9NS39
Q5VUA4	P42858
P13984	Q9H322
O43290	Q8IX95
Q8IYW4	Q8N0W7
P47775	A0M8Q6
Q8IYT1	Q13451
A1L188	A6NI79
Q92826	Q92585
Q5VW32	P27448
O60266	P14770
Q5RGS2	Q02241
Q8NGX9	Q13393
Q9Y2Y8	Q8IV31
Q13490	Q9UK12
O43520	Q5W0V3
Q92563	Q9P2J2
Q9UK41	Q8N0U7
Q05639	Q92503
Q9H114	Q96IQ7
Q8TB24	Q16570
Q9H2X6	O43504
Q04118	Q16659
Q8IXF0	Q9UN86
O00182	Q93045
Q7Z4B0	P63124
Q16515	Q7L775
Q53H82	Q9Y5Y9
O60688	P31689
B7Z6K7	Q9NRN7
O15540	Q92696
Q8TD23	P23435
Q96HV5	O43709
P80098	Q86SQ0
P56278	Q99856
Q6Q4G3	Q9H8U3
P78415	Q8NGS6
Q6AI08	Q6PIW4
P55957	Q9P031
Q08AM6	Q7Z6I5
P07316	Q9NUB4
Q9Y2A4	O43854
P54829	Q99879
Q6PD62	Q8TCT9
Q9NWQ4	O75925
Q8NEG5	Q7Z7B8
P56704	O00329
Q9Y5Z6	Q9HCY8
Q9HC73	Q6P656
P31270	Q8N9V6
P01903	Q9UNA1
Q96IM9	O14514
O60669	P06239
Q9UBN6	Q16558
Q6ZRQ5	P28715
Q9BXQ6	P18146
Q08477	Q9P2W3
P57721	Q9BQ52
O43615	Q8NBZ9
Q13607	Q8IYJ3
Q01196	Q9HC23
O95813	Q9H322
Q86XD8	A8MXD5
Q8NGY9	O00634
Q6P587	Q9NPB9
Q9NZD4	Q03403
Q8WWX0	Q9NR22
O75832	Q8N6W0
P08F94	Q9HAT8
Q96LB9	Q8NGS2
P51843	Q8NC96
H3BUK9	Q8TB52
Q8IZQ8	Q9NS26
Q13057	O60938
O95460	Q6NXP0
Q9HAJ7	P00540
P20042	O95750
Q75N03	Q75WM6
Q99527	Q5JRC9
O15263	Q9Y5I1
Q9ULP9	Q9UJT1
Q96A59	Q9UQ10
B6SEH9	Q3KQU3
P28289	Q86T20
Q9NYU2	Q9BU76
Q9C075	O14609
Q8NBS3	Q16653
Q9H2U1	P04921
Q08J23	Q12778
P42167	Q96QE3
P22079	Q6NUT2
M0R1G4	Q15369
P08962	P56693
Q96AY3	P35670
Q96JD6	Q8TDC3
P29376	Q86SK9
P01599	Q6UXV3
Q52LG2	Q9Y5H2
Q9H7M9	Q5VSL9
Q96LL4	Q9H2B2
Q9H9V9	P0CL84
Q99685	O00625
Q96PQ5	Q6ZU15
Q8N108	Q96E40
Q8IVM0	Q2KHN1
P49450	Q9NY46
Q9NS85	Q96M34
Q96NZ9	O75844
P0C842	Q9XRX5
A8MT82	A4D1B5
A0AVT1	H3BS89
Q76KX8	P50549
Q9NRA0	P51828
Q9UPY6	P30501
P08842	Q9NS87
P56524	Q9H649
P35503	P22528
O95373	Q96P67
Q9HAE3	Q6PHR2
Q13546	P02741
Q96AD5	Q6P1J9
Q9Y3D9	A8MQB3
Q8N8R7	Q96CT7
Q969F0	Q8N122
Q8IX12	P53801
Q14D04	Q8TAF7
Q8WTU2	P02729
Q86WS3	Q99572
Q92502	P35218
Q6VY07	Q8IZU3
Q15427	B2RXH8
P0C8F1	Q14162
P49662	Q15052
O14526	Q0D2K0
Q99598	P08319
Q9H1A7	Q8N3D4
A8MZA4	P43034
Q12996	Q96AP0
Q16623	F8VTS6
Q12846	Q96GK7
O95399	Q6ZMY3
Q8TAA3	Q8TC57
P22748	Q15063
O00476	Q01814
Q6NT16	P48304
B4DYI2	Q9Y450
P51858	P42081
Q9NZN9	Q8N7C4
Q9H4E5	Q12800
Q9Y5Y0	Q9UNA4
Q9NX55	Q86WT6
Q8IXZ2	Q9NWU1
P55072	Q9HCG7
Q9HAH7	Q8TCD5
Q9NYW1	Q96BT3
Q9UKL6	A6NHR8
O43768	O15232
O75106	Q9GZU1
Q13133	Q15526
Q6ZUF6	P02745
P26367	Q9H2W1
Q96CE8	Q8TEP8
Q15785	Q6MZM9
Q16600	Q86UC2
Q9HC77	Q9BSE5
P29279	Q9P2G4
Q7Z7D3	Q92736
Q5JU00	Q6SJ93
P48058	Q8IYM1
P12872	Q8IXZ3
B4DZS4	O95372
Q9BY42	Q8NH37
P00326	Q5M7Z0
Q6UXB2	Q13825
Q8NH08	Q86TL2
Q6DWJ6	Q9Y2T4
Q13118	P06310
O15172	P09067
Q8TDQ0	Q86WG3
Q9Y5G0	O75069
Q8N4P6	P52848
O75596	Q7L2K0
Q14019	Q56VL3
P01358	P27352
P31151	A7MBM2
Q7Z7A1	Q6UWB1
P0CE71	Q14520
Q9UMX6	Q9H5U6
O15444	Q9NRX6
Q9UMX9	Q9Y3A3
Q3ZCM7	Q96CU9
Q96JM4	Q9BZM2
Q6UWE3	P37837
Q7RTV2	O43306
Q9Y277	Q15120
Q14956	Q9UJC3
Q8N9Z9	Q9Y2L5
Q7L5D6	Q7Z739
P54852	Q6ZTA4
Q16777	Q8N5S9
Q92536	Q9NPA5
Q6P2M8	Q13323
Q8NGH7	P04198
Q5VWP2	Q9NYR9
Q16777	Q9BZA5
P49765	Q8IWT1
Q96P88	Q9BQ90
P05023	Q8NHQ8
Q8TAC1	P02818
O43526	Q8NB15
Q96D71	P16104
P05060	C9JVI0
Q8N1S5	Q8NGC8
Q15513	P16403
P22223	Q92747
P40967	P46695
Q9Y4D8	O75197
Q9Y478	Q9P2E5
Q5VT79	P49903
Q2VPJ9	P61764
Q6UXV3	P12429
Q9ULE6	P49842
P25208	Q14722
Q9H606	P80075
Q9NQN1	Q6ZSR6
P06888	Q96EK7
Q9C0C2	Q9H0G5
P13535	Q9ULV0
P17098	Q8WTX7
Q9NVD3	Q8NGD3
O75467	P52630
Q8WTW4	A6NFD8
Q8NGY0	P30273
P31152	Q9H7Y0
P57740	P21854
P10588	O43745
Q8WVN8	Q96PD2
H0YKK7	Q96RU7
P57087	Q5T8I3
P25054	Q9H5U6
P08247	Q96DC9
Q15006	Q8IYB1
P01589	Q9Y4Y9
O15263	Q8TBM8
Q01968	O43264
Q96DU7	Q9GZL7
Q9H0H5	Q92889
O43508	P51636
P05981	Q9BV57
P30793	Q9Y620
P19440	Q96A98
P06331	Q14994
Q8WV83	Q9UBV2
O75360	Q9NP70
Q9H0W5	Q96JI7
O14753	P80108
Q9BXJ3	Q13227
P16220	Q8NA72
O60928	Q13075
P36954	Q12789
Q99541	A8MWP6
P51681	Q9BRH9
Q8WYQ3	Q9H974
A7MBM2	O00712
Q9H9J2	Q5T2P8
Q9NX14	P55001
P03891	O00391
Q8WUK0	Q8IXM2
Q8NG85	Q01415
Q8WUA4	Q8NGD3
Q9NR09	O60563
Q9H0X9	Q96HQ0
Q8TCP9	P14679
Q92934	Q86VH4
Q13023	Q9HAT0
Q9UKV8	O95071
O43869	Q9Y5H8
Q9NXK6	P24864
Q8N4L8	Q9NXL9
D6RBQ6	Q99502
Q9UPW5	Q9P0V9
Q9UQ26	Q15853
Q9UPQ7	Q5T2P8
Q3LI63	P19525
Q6ZNC4	Q92905
Q8IYG6	P12724
P02545	Q86SQ7
Q6Q4G3	P01604
Q96KG7	Q9UK80
P0DMP1	O60469
Q96E11	P08514
P58181	Q9NQZ7
Q8N972	Q8TBM8
Q86U70	Q7Z5J8
Q13489	O14926
Q68DV7	P54709
Q5RGS2	Q9H293
Q9UKX5	Q96EN9
Q15723	O95382
Q96A54	Q9Y592
Q9UQ53	Q9UL68
Q8WXH5	Q96B18
Q8NBD8	Q96SE0
A0JLT2	P14222
Q04741	Q14140
P52895	P55287
O14607	Q9H1H1
Q8N7P3	Q99679
P35503	Q9UKF5
Q17RN3	Q5VZ52
Q6W0C5	Q3KQZ1
Q14542	Q15796
Q7Z404	Q00526
Q6GYQ0	O14495
P16104	Q8TBE0
Q9P2P5	P12931
P06899	Q66LE6
Q6ZV89	P33121
Q96NF6	Q9NQX4
Q6ZQT0	O15481
O95600	Q13277
P12235	O14976
P10636	Q9UDY4
P51636	O15524
Q9BZP6	Q9Y397
Q5TGY1	Q9Y2W1
Q8IZ63	Q9UM11
Q6ZNR0	Q4G0W2
C9JC47	O95149
Q9NWK9	Q8TCV5
Q9BT09	Q9Y221
P55210	Q9UHF1
Q96MC5	P49619
Q8N966	A6NCI5
P36542	Q9NQT4
O75364	Q9H9B4
Q9NRI5	Q07627
Q96AW1	Q5SGD2
P15692	P35713
Q9BPX6	Q12834
A6NE21	Q9NRY7
Q9BUE0	Q12829
A6NH13	Q9NUL3
Q9H6R6	P24903
Q8NHG8	O75477
Q93008	Q9BWW4
Q8N5I9	Q5T011
Q05823	O75354
Q7Z5L4	P48169
O60271	P26441
P03956	Q13614
Q6ZW49	Q8N100
Q63HM9	Q5SW24
Q9BXI3	Q8N365
Q969K3	Q9UHM6
Q15061	Q96F25
D3W0D1	P05388
Q9Y6P5	Q9BT81
Q9Y242	Q8TBG9
Q9NZD8	Q9Y6A9
Q6PF18	Q9Y241
Q7RTY3	Q16654
Q8TF01	Q9BYB4
Q96G28	O75426
A8MQ11	O94925
O43699	P32004
O15066	Q9UBM7
Q06546	P31941
Q9Y5X1	A6NJS3
Q9BSQ5	Q8IUM7
